sentence,explicitness
"All gazed at the gems, but no one showed any desire to handle them, they were so awe-inspiring.", 1
"Curiosity was blunted by wonder.", 1
"Cabesang Tales stared out into the field, thinking that with a single diamond, perhaps the very smallest there, he could recover his daughter, keep his house, and perhaps rent another farm.", 1
"Could it be that those gems were worth more than a man’s home, the safety of a maiden, the peace of an old man in his declining days?", 3
"As if he guessed the thought, Simoun remarked to those about him: “Look here—with one of these little blue stones, which appear so innocent and inoffensive, pure as sparks scattered over the arch of heaven, with one of these, seasonably presented, a man was able to have his enemy deported, the father of a family, as a disturber of the peace; and with this other little one like it, red as one’s heart-blood, as the feeling of revenge, and bright as an orphan’s tears, he was restored to liberty, the man was returned to his home, the father to his children, the husband to the wife, and a whole family saved from a wretched future.”", 3
"He slapped the chest and went on in a loud tone in bad Tagalog: “Here I have, as in a medicine-chest, life and death, poison and balm, and with this handful I can drive to tears all the inhabitants of the Philippines!”", 1
"The listeners gazed at him awe-struck, knowing him to be right.", 1
"In his voice there could be detected a strange ring, while sinister flashes seemed to issue from behind the blue goggles.", 1
"Then as if to relieve the strain of the impression made by the gems on such simple folk, he lifted up the tray and exposed at the bottom the sanctum sanctorum.", 1
"Cases of Russian leather, separated by layers of cotton, covered a bottom lined with gray velvet.", 1
"All expected wonders, and Sinang’s husband thought he saw carbuncles, gems that flashed fire and shone in the midst of the shadows.", 1
"Capitan Basilio was on the threshold of immortality: he was going to behold something real, something beyond his dreams.", 1
"“This was a necklace of Cleopatra’s,” said Simoun, taking out carefully a flat case in the shape of a half-moon.", 1
"“It’s a jewel that can’t be appraised, an object for a museum, only for a rich government.”", 1
"It was a necklace fashioned of bits of gold representing little idols among green and blue beetles, with a vulture’s head made from a single piece of rare jasper at the center between two extended wings—the symbol and decoration of Egyptian queens.", 1
"Sinang turned up her nose and made a grimace of childish depreciation, while Capitan Basilio, with all his love for antiquity, could not restrain an exclamation of disappointment.", 1
"“It’s a magnificent jewel, well-preserved, almost two thousand years old.”", 1
"“Pshaw!” Sinang made haste to exclaim, to prevent her father’s falling into temptation.", 1
"“Fool!” he chided her, after overcoming his first disappointment.", 1
"How do you know but that to this necklace is due the present condition of the world?", 3
"With this Cleopatra may have captivated Caesar, Mark Antony!", 1
"This has heard the burning declarations of love from the greatest warriors of their time, it has listened to speeches in the purest and most elegant Latin, and yet you would want to wear it!”", 1
"“I? I wouldn’t give three pesos for it.”", 1
"“You could give twenty, silly,” said Capitana Tika in a judicial tone.", 1
"“The gold is good and melted down would serve for other jewelry.”", 1
"“This is a ring that must have belonged to Sulla,” continued Simoun, exhibiting a heavy ring of solid gold with a seal on it.", 1
"“With that he must have signed the death-wrarrants during his dictatorship!” exclaimed Capitan Basilio, pale with emotion.", 1
"He examined it and tried to decipher the seal, but though he turned it over and over he did not understand paleography, so he could not read it.", 1
"“What a finger Sulla had!” he observed finally.", 1
"“This would fit two of ours—as I’ve said, we’re degenerating!”", 1
"“I still have many other jewels—”", 1
"“If they’re all that kind, never mind!” interrupted Sinang.", 3
"“I think I prefer the modern.”", 1
"Each one selected some piece of jewelry, one a ring, another a watch, another a locket.", 1
"Capitana Tika bought a reliquary that contained a fragment of the stone on which Our Saviour rested at his third fall; Sinang a pair of earrings; and Capitan Basilio the watch-chain for the alferez, the lady’s earrings for the curate, and other gifts.", 1
"The families from the town of Tiani, not to be outdone by those of San Diego, in like manner emptied their purses.", 1
"Simoun bought or exchanged old jewelry, brought there by economical mothers, to whom it was no longer of use.", 1
"“You, haven’t you something to sell?” he asked Cabesang Tales, noticing the latter watching the sales and exchanges with covetous eyes, but the reply was that all his daughter’s jewels had been sold, nothing of value remained.", 1
"“What about Maria Clara’s locket?” inquired Sinang.", 1
"“True!” the man exclaimed, and his eyes blazed for a moment.", 1
"“It’s a locket set with diamonds and emeralds,” Sinang told the jeweler.", 1
"“My old friend wore it before she became a nun.”", 1
"Simoun said nothing, but anxiously watched Cabesang Tales, who, after opening several boxes, found the locket.", 1
"He examined it carefully, opening and shutting it repeatedly.", 1
"It was the same locket that Maria Clara had worn during the fiesta in San Diego and which she had in a moment of compassion given to a leper.", 1
"“I like the design,” said Simoun.", 1
"“How much do you want for it?”", 1
"Cabesang Tales scratched his head in perplexity, then his ear, then looked at the women.", 1
"“I’ve taken a fancy to this locket,” Simoun went on.", 1
"“Will you take a hundred, five hundred pesos?", 1
"Do you want to exchange it for something else?", 1
"Take your choice here!”", 1
"Tales stared foolishly at Simoun, as if in doubt of what he heard.", 1
"“Five hundred pesos?” he murmured.", 1
"“Five hundred,” repeated the jeweler in a voice shaking with emotion.", 1
"Cabesang Tales took the locket and made several turns about the room, with his heart beating violently and his hands trembling.", 1
"Dared he ask more?", 3
"That locket could save him, this was an excellent opportunity, such as might not again present itself.", 1
"The women winked at him to encourage him to make the sale, excepting Penchang, who, fearing that Juli would be ransomed, observed piously: “I would keep it as a relic.", 1
"Those who have seen Maria Clara in the nunnery say she has got so thin and weak that she can scarcely talk and it’s thought that she’ll die a saint.", 1
"Padre Salvi speaks very highly of her and he’s her confessor.", 1
"That’s why Juli didn’t want ito give it up, but rather preferred to pawn herself.”", 1
"This speech had its effect—the thought of his daughter restrained Tales.", 1
"“If you will allow me,” he said, “I’ll go to the town to consult my daughter.", 1
"I’ll be back before night.”", 1
"This was agreed upon and Tales set out at once.", 1
"But when he found himself outside of the village, he made out at a distance, on a path, that entered the woods, the friar-administrator and a man whom he recognized as the usurper of his land.", 1
"A husband seeing his wife enter a private room with another man could not feel more wrath or jealousy than Cabesang Tales experienced when he saw them moving over his fields, the fields cleared by him, which he had thought to leave to his children.", 1
"It seemed to him that they were mocking him, laughing at his powerlessness.", 1
"There flashed into his memory what he had said about never giving up his fields except to him who irrigated them with his own blood and buried in them his wife and daughter.", 1
"He stopped, rubbed his hand over his forehead, and shut his eyes.", 1
"When he again opened them, he saw that the man had turned to laugh and that the friar had caught his sides as though to save himself from bursting with merriment, then he saw them point toward his house and laugh again.", 1
"A buzz sounded in his ears, he felt the crack of a whip around his chest, the red mist reappeared before his eyes, he again saw the corpses of his wife and daughter, and beside them the usurper with the friar laughing and holding his sides.", 1
"Forgetting everything else, he turned aside into the path they had taken, the one leading to his fields.", 1
"Simoun waited in vain for Cabesang Tales to return that night.", 1
"But the next morning when he arose he noticed that the leather holster of his revolver was empty.", 1
"Opening it he found inside a scrap of paper wrapped around the locket set with emeralds and diamonds, with these few lines written on it in Tagalog:", 1
"Telesforo Juan de Dios.”", 1
"“At last I’ve found my man!” muttered Simoun with a deep breath.", 1
"“He’s somewhat scrupulous, but so much the better—he’ll keep his promises.”", 3
"He then ordered a servant to go by boat over the lake to Los Baños with the larger chest and await him there.", 1
"He would go on overland, taking the smaller chest, the one containing his famous jewels.", 1
"The arrival of four civil-guards completed his good humor.", 1
"They came to arrest Cabesang Tales and not finding him took Tandang Selo away instead.", 1
"Three murders had been committed during the night.", 1
"The friar-administrator and the new tenant of Cabesang Tales’ land had been found dead, with their heads split open and their mouths full of earth, on the border of the fields.", 1
"In the town the wife of the usurper was found dead at dawn, her mouth also filled with earth and her throat cut, with a fragment of paper beside her, on which was the name Tales, written in blood as though traced by a finger.", 1
"Calm yourselves, peaceful inhabitants of Kalamba!", 1
"None of you are named Tales, none of you have committed any crime!", 1
"You are called Luis Habaña, Matías Belarmino, Nicasio Eigasani, Cayetano de Jesús, Mateo Elejorde, Leandro Lopez, Antonino Lopez, Silvestre Ubaldo, Manuel Hidalgo, Paciano Mercado, your name is the whole village of Kalamba.", 1
"You cleared your fields, on them you have spent the labor of your whole lives, your savings, your vigils and privations, and you have been despoiled of them, driven from your homes, with the rest forbidden to show you hospitality!", 1
"Not content with outraging justice, they [20] have trampled upon the sacred traditions of your country!", 1
"You have served Spain and the King, and when in their name you have asked for justice, you were banished without trial, torn from your wives’ arms and your children’s caresses!", 1
"Any one of you has suffered more than Cabesang Tales, and yet none, not one of you, has received justice!", 1
"Neither pity nor humanity has been shown you—you have been persecuted beyond the tomb, as was Mariano Herbosa!", 1
"Weep or laugh, there in those lonely isles where you wander vaguely, uncertain of the future!", 1
"Spain, the generous Spain, is watching over you, and sooner or later you will have justice!", 3
"His Excellency, the Captain-General and Governor of the Philippine Islands, had been hunting in Bosoboso.", 1
"But as he had to be accompanied by a band of music,—since such an exalted personage was not to be esteemed less than the wooden images carried in the processions,—and as devotion to the divine art of St. Cecilia has not yet been popularized among the deer and wild boars of Bosoboso, his Excellency, with the band of music and train of friars, soldiers, and clerks, had not been able to catch a single rat or a solitary bird.", 1
"The provincial authorities foresaw dismissals and transfers, the poor gobernadorcillos and cabezas de barangay were restless and sleepless, fearing that the mighty hunter in his wrath might have a notion to make up with their persons for the lack of submissiveness on the part of the beasts of the forest, as had been done years before by an alcalde who had traveled on the shoulders of impressed porters because he found no horses gentle enough to guarantee his safety.", 1
"There was not lacking an evil rumor that his Excellency had decided to take some action, since in this he saw the first symptoms of a rebellion which should be strangled in its infancy, that a fruitless hunt hurt the prestige of the Spanish name, that he already had his eye on a wretch to be dressed up as a deer, when his Excellency, with clemency that Ben-Zayb lacked words to extol sufficiently, dispelled all the fears by declaring that it pained him to sacrifice to his pleasure the beasts of the forest.", 3
"But to tell the truth, his Excellency was secretly very well satisfied, for what would have happened had he missed a shot at a deer, one of those not familiar with political etiquette?", 3
"What would the prestige of the sovereign power have come to then?", 3
"A Captain-General of the Philippines missing a shot, like a raw hunter?", 3
"What would have been said by the Indians, among whom there were some fair huntsmen?", 3
"The integrity of the fatherland would have been endangered.", 3
"So it was that his Excellency, with a sheepish smile, and posing as a disappointed hunter, ordered an immediate return to Los Baños.", 1
"During the journey he related with an indifferent air his hunting exploits in this or that forest of the Peninsula, adopting a tone somewhat depreciative, as suited the case, toward hunting in Filipinas.", 1
"The bath in Dampalit, the hot springs on the shore of the lake, card-games in the palace, with an occasional excursion to some neighboring waterfall, or the lake infested with caymans, offered more attractions and fewer risks to the integrity of the fatherland.", 1
"Thus on one of the last days of December, his Excellency found himself in the sala, taking a hand at cards while he awaited the breakfast hour.", 1
"He had come from the bath, with the usual glass of coconut-milk and its soft meat, so he was in the best of humors for granting favors and privileges.", 1
"His good humor was increased by his winning a good many hands, for Padre Irene and Padre Sibyla, with whom he was playing, were exercising all their skill in secretly trying to lose, to the great irritation of Padre Camorra, who on account of his late arrival only that morning was not informed as to the game they were playing on the General.", 3
"The friar-artilleryman was playing in good faith and with great care, so he turned red and bit his lip every time Padre Sibyla seemed inattentive or blundered, but he dared not say a word by reason of the respect he felt for the Dominican.", 1
"In exchange he took his revenge out on Padre Irene, whom he looked upon as a base fawner and despised for his coarseness.", 1
"Padre Sibyla let him scold, while the humbler Padre Irene tried to excuse himself by rubbing his long nose.", 1
"His Excellency was enjoying it and took advantage, like the good tactician that the Canon hinted he was, of all the mistakes of his opponents.", 1
"Padre Camorra was ignorant of the fact that across the table they were playing for the intellectual development of the Filipinos, the instruction in Castilian, but had he known it he would doubtless have joyfully entered into that game.", 3
"The open balcony admitted the fresh, pure breeze and revealed the lake, whose waters murmured sweetly around the base of the edifice, as if rendering homage.", 1
"On the right, at a distance, appeared Talim Island, a deep blue in the midst of the lake, while almost in front lay the green and deserted islet of Kalamba, in the shape of a half-moon.", 1
"To the left the picturesque shores were fringed with clumps of bamboo, then a hill overlooking the lake, with wide ricefields beyond, then red roofs amid the deep green of the trees,—the town of Kalamba,—and beyond the shore-line fading into the distance, with the horizon at the back closing down over the water, giving the lake the appearance of a sea and justifying the name the Indians give it of dagat na tabang, or fresh-water sea.", 1
"At the end of the sala, seated before a table covered with documents, was the secretary.", 1
"His Excellency was a great worker and did not like to lose time, so he attended to business in the intervals of the game or while dealing the cards.", 1
"Meanwhile, the bored secretary yawned and despaired.", 1
"That morning he had worked, as usual, over transfers, suspensions of employees, deportations, pardons, and the like, but had not yet touched the great question that had stirred so much interest—the petition of the students requesting permission to establish an academy of Castilian.", 1
"Pacing from one end of the room to the other and conversing animatedly but in low tones were to be seen Don Custodio, a high official, and a friar named Padre Fernandez, who hung his head with an air either of meditation or annoyance.", 1
"From an adjoining room issued the click of balls striking together and bursts of laughter, amid which might be heard the sharp, dry voice of Simoun, who was playing billiards with Ben-Zayb.", 1
"Suddenly Padre Camorra arose.", 1
"“The devil with this game, puñales!” he exclaimed, throwing his cards at Padre Irene’s head.", 1
"“Puñales, that trick, if not all the others, was assured and we lost by default!", 1
"Puñales!", 1
"The devil with this game!”", 1
"He explained the situation angrily to all the occupants of the sala, addressing himself especially to the three walking about, as if he had selected them for judges.", 1
"The general played thus, he replied with such a card, Padre Irene had a certain card; he led, and then that fool of a Padre Irene didn’t play his card!", 1
"Padre Irene was giving the game away!", 1
"It was a devil of a way to play!", 1
"His mother’s son had not come here to rack his brains for nothing and lose his money!", 1
"Then he added, turning very red, “If the booby thinks my money grows on every bush!...", 1
"On top of the fact that my Indians are beginning to haggle over payments!”", 1
"Fuming, and disregarding the excuses of Padre Irene, who tried to explain while he rubbed the tip of his beak in order to conceal his sly smile, he went into the billiardroom.", 1
"“Padre Fernandez, would you like to take a hand?” asked Fray Sibyla.", 1
"“I’m a very poor player,” replied the friar with a grimace.", 1
"“Then get Simoun,” said the General.", 1
"“Eh, Simoun!", 1
"Eh, Mister, won’t you try a hand?”", 1
"“What is your disposition concerning the arms for sporting purposes?” asked the secretary, taking advantage of the pause.", 1
"Simoun thrust his head through the doorway.", 1
"“Don’t you want to take Padre Camorra’s place, Señor Sindbad?” inquired Padre Irene.", 1
"“You can bet diamonds instead of chips.”", 1
"“I don’t care if I do,” replied Simoun, advancing while he brushed the chalk from his hands.", 1
"“What will you bet?”", 1
"“What should we bet?” returned Padre Sibyla.", 1
"“The General can bet what he likes, but we priests, clerics—”", 1
"“Bah!” interrupted Simoun ironically.", 1
"“You and Padre Irene can pay with deeds of charity, prayers, and virtues, eh?”", 3
"“You know that the virtues a person may possess,” gravely argued Padre Sibyla, “are not like the diamonds that may pass from hand to hand, to be sold and resold.", 1
"They are inherent in the being, they are essential attributes of the subject—”", 1
"“I’ll be satisfied then if you pay me with promises,” replied Simoun jestingly.", 1
"“You, Padre Sibyla, instead of paying me five something or other in money, will say, for example: for five days I renounce poverty, humility, and obedience.", 1
"You, Padre Irene: I renounce chastity, liberality, and so on.", 1
"Those are small matters, and I’m putting up my diamonds.”", 1
"“What a peculiar man this Simoun is, what notions he has!” exclaimed Padre Irene with a smile.", 1
"“And he,” continued Simoun, slapping his Excellency familiarly on the shoulder, “he will pay me with an order for five days in prison, or five months, or an order of deportation made out in blank, or let us say a summary execution by the Civil Guard while my man is being conducted from one town to another.”", 1
"This was a strange proposition, so the three who had been pacing about gathered around.", 1
"“But, Señor Simoun,” asked the high official, “what good will you get out of winning promises of virtues, or lives and deportations and summary executions?”", 1
"“A great deal!", 1
"I’m tired of hearing virtues talked about and would like to have the whole of them, all there are in the world, tied up in a sack, in order to throw them into the sea, even though I had to use my diamonds for sinkers.”", 1
"“What an idea!” exclaimed Padre Irene with another smile.", 1
"“And the deportations and executions, what of them?”", 1
"“Well, to clean the country and destroy every evil seed.”", 1
"“Get out! You’re still sore at the tulisanes.", 1
"But you were lucky that they didn’t demand a larger ransom or keep all your jewels.", 1
"Man, don’t be ungrateful!”", 1
"Simoun proceeded to relate how he had been intercepted by a band of tulisanes, who, after entertaining him for a day, had let him go on his way without exacting other ransom than his two fine revolvers and the two boxes of cartridges he carried with him.", 1
"He added that the tulisanes had charged him with many kind regards for his Excellency, the Captain-General.", 1
"As a result of this, and as Simoun reported that the tulisanes were well provided with shotguns, rifles, and revolvers, and against such persons one man alone, no matter how well armed, could not defend himself, his Excellency, to prevent the tulisanes from getting weapons in the future, was about to dictate a new decree forbidding the introduction of sporting arms.", 1
"“On the contrary, on the contrary!” protested Simoun, “for me the tulisanes are the most respectable men in the country, they’re the only ones who earn their living honestly.", 3
"Suppose I had fallen into the hands—well, of you yourselves, for example, would you have let me escape without taking half of my jewels, at least?”", 3
"Don Custodio was on the point of protesting; that Simoun was really a rude American mulatto taking advantage of his friendship with the Captain-General to insult Padre Irene, although it may be true also that Padre Irene would hardly have set him free for so little.", 3
"“The evil is not,” went on Simoun, “in that there are tulisanes in the mountains and uninhabited parts—the evil lies in the tulisanes in the towns and cities.”", 1
"“Like yourself,” put in the Canon with a smile.", 3
"“Yes, like myself, like all of us!", 1
"Let’s be frank, for no Indian is listening to us here,” continued the jeweler.", 1
"“The evil is that we’re not all openly declared tulisanes.", 1
"When that happens and we all take to the woods, on that day the country will be saved, on that day will rise a new social order which will take care of itself, and his Excellency will be able to play his game in peace, without the necessity of having his attention diverted by his secretary.”", 1
"The person mentioned at that moment yawned, extending his folded arms above his head and stretching his crossed legs under the table as far as possible, upon noticing which all laughed.", 1
"His Excellency wished to change the course of the conversation, so, throwing down the cards he had been shuffling, he said half seriously: “Come, come, enough of jokes and cards!", 1
"Let’s get to work, to work in earnest, since we still have a half-hour before breakfast.", 1
"Are there many matters to be got through with?”", 1
"All now gave their attention.", 1
"That was the day for joining battle over the question of instruction in Castilian, for which purpose Padre Sibyla and Padre Irene had been there several days.", 1
"It was known that the former, as Vice-Rector, was opposed to the project and that the latter supported it, and his activity was in turn supported by the Countess.", 1
"“What is there, what is there?” asked his Excellency impatiently.", 1
"“The petition about sporting arms,” replied the secretary with a stifled yawn.", 1
"“Forbidden!”", 1
"“Pardon, General,” said the high official gravely, “your Excellency will permit me to invite your attention to the fact that the use of sporting arms is permitted in all the countries of the world.”", 1
"The General shrugged his shoulders and remarked dryly, “We are not imitating any nation in the world.”", 3
"Between his Excellency and the high official there was always a difference of opinion, so it was sufficient that the latter offer any suggestion whatsoever to have the former remain stubborn.", 1
"The high official tried another tack.", 1
"“Sporting arms can harm only rats and chickens.", 1
"They’ll say—”", 1
"“But are we chickens?” interrupted the General, again shrugging his shoulders.", 3
"“Am I?", 3
"I’ve demonstrated that I’m not.”", 3
"“But there’s another thing,” observed the secretary.", 1
"“Four months ago, when the possession of arms was prohibited, the foreign importers were assured that sporting arms would be admitted.”", 1
"His Excellency knitted his brows.", 1
"“That can be arranged,” suggested Simoun.", 1
"“How?”", 1
"“Very simply.", 1
"Sporting arms nearly all have a caliber of six millimeters, at least those now in the market.", 1
"Authorize only the sale of those that haven’t these six millimeters.”", 1
"All approved this idea of Simoun’s, except the high official, who muttered into Padre Fernandez’s ear that this was not dignified, nor was it the way to govern.", 1
"“The schoolmaster of Tiani,” proceeded the secretary, shuffling some papers about, “asks for a better location for—”", 1
"“What better location can he want than the storehouse that he has all to himself?” interrupted Padre Camorra, who had returned, having forgotten about the card-game.", 1
"“He says that it’s roofless,” replied the secretary, “and that having purchased out of his own pocket some maps and pictures, he doesn’t want to expose them to the weather.”", 1
"“But I haven’t anything to do with that,” muttered his Excellency.", 1
"“He should address the head secretary, [22] the governor of the province, or the nuncio.”", 1
"“I want to tell you,” declared Padre Camorra, “that this little schoolmaster is a discontented filibuster.", 1
"Just imagine—the heretic teaches that corpses rot just the same, whether buried with great pomp or without any!", 1
"Some day I’m going to punch him!”", 1
"Here he doubled up his fists.", 1
"“To tell the truth,” observed Padre Sibyla, as if speaking only to Padre Irene, “he who wishes to teach, teaches everywhere, in the open air.", 1
"Socrates taught in the public streets, Plato in the gardens of the Academy, even Christ among the mountains and lakes.”", 1
"“I’ve heard several complaints against this schoolmaster,” said his Excellency, exchanging a glance with Simoun.", 1
"“I think the best thing would be to suspend him.”", 1
"“Suspended!” repeated the secretary.", 1
"The luck of that unfortunate, who had asked for help and received his dismissal, pained the high official and he tried to do something for him.", 1
"“It’s certain,” he insinuated rather timidly, “that education is not at all well provided for—”", 1
"“I’ve already decreed large sums for the purchase of supplies,” exclaimed his Excellency haughtily, as if to say, “I’ve done more than I ought to have done.”", 3
"“But since suitable locations are lacking, the supplies purchased get ruined.”", 1
"“Everything can’t be done at once,” said his Excellency dryly.", 1
"“The schoolmasters here are doing wrong in asking for buildings when those in Spain starve to death.", 1
"It’s great presumption to be better off here than in the mother country itself!”", 3
"“Filibusterism—”", 1
"“Before everything the fatherland!", 1
"Before everything else we are Spaniards!” added Ben-Zayb, his eyes glowing with patriotism, but he blushed somewhat when he noticed that he was speaking alone.", 1
"“In the future,” decided the General, “all who complain will be suspended.”", 1
"“If my project were accepted—” Don Custodio ventured to remark, as if talking to himself.", 3
"“For the construction of schoolhouses?”", 1
"“It’s simple, practical, economical, and, like all my projects, derived from long experience and knowledge of the country.", 1
"The towns would have schools without costing the government a cuarto.”", 1
"“That’s easy,” observed the secretary sarcastically.", 1
"“Compel the towns to construct them at their own expense,” whereupon all laughed.", 1
"“No, sir! No, sir!” cried the exasperated Don Custodio, turning very red.", 1
"“The buildings are already constructed and only wait to be utilized.", 1
"Hygienic, unsurpassable, spacious—”", 1
"The friars looked at one another uneasily.", 1
"Would Don Custodio propose that the churches and conventos be converted into schoolhouses?", 3
"“Let’s hear it,” said the General with a frown.", 1
"“Well, General, it’s very simple,” replied Don Custodio, drawing himself up and assuming his hollow voice of ceremony.", 1
"“The schools are open only on week-days and the cockpits on holidays.", 1
"Then convert these into schoolhouses, at least during the week.”", 1
"“Man, man, man!”", 1
"“What a lovely idea!”", 3
"“What’s the matter with you, Don Custodio?”", 1
"“That’s a grand suggestion!”", 3
"“That beats them all!”", 3
"“But, gentlemen,” cried Don Custodio, in answer to so many exclamations, “let’s be practical—what places are more suitable than the cockpits?", 1
"They’re large, well constructed, and under a curse for the use to which they are put during the week-days.", 1
"From a moral standpoint my project would be acceptable, by serving as a kind of expiation and weekly purification of the temple of chance, as we might say.”", 1
"“But the fact remains that sometimes there are cockfights during the week,” objected Padre Camorra, “and it wouldn’t be right when the contractors of the cockpits pay the government—” [23]", 1
"“Well, on those days close the school!”", 1
"“Man, man!” exclaimed the scandalized Captain-General.", 1
"“Such an outrage shall never be perpetrated while I govern!", 1
"To close the schools in order to gamble!", 1
"Man, man, I’ll resign first!”", 1
"His Excellency was really horrified.", 1
"“But, General, it’s better to close them for a few days than for months.”", 1
"“It would be immoral,” observed Padre Irene, more indignant even than his Excellency.", 1
"“It’s more immoral that vice has good buildings and learning none.", 1
"Let’s be practical, gentlemen, and not be carried away by sentiment.", 1
"In politics there’s nothing worse than sentiment.", 1
"While from humane considerations we forbid the cultivation of opium in our colonies, we tolerate the smoking of it, and the result is that we do not combat the vice but impoverish ourselves.”", 1
"“But remember that it yields to the government, without any effort, more than four hundred and fifty thousand pesos,” objected Padre Irene, who was getting more and more on the governmental side.", 1
"“Enough, enough, enough!” exclaimed his Excellency, to end the discussion.", 1
"“I have my own plans in this regard and will devote special attention to the matter of public instruction.", 1
"Is there anything else?”", 1
"The secretary looked uneasily toward Padre Sibyla and Padre Irene.", 1
"The cat was about to come out of the bag.", 3
"Both prepared themselves.", 1
"“The petition of the students requesting authorization to open an academy of Castilian,” answered the secretary.", 1
"A general movement was noted among those in the room.", 1
"After glancing at one another they fixed their eyes on the General to learn what his disposition would be.", 1
"For six months the petition had lain there awaiting a decision and had become converted into a kind of casus belli in certain circles.", 1
"His Excellency had lowered his eyes, as if to keep his thoughts from being read.", 1
"The silence became embarrassing, as the General understood, so he asked the high official, “What do you think?”", 1
"“What should I think, General?” responded the person addressed, with a shrug of his shoulders and a bitter smile.", 1
"“What should I think but that the petition is just, very just, and that I am surprised that six months should have been taken to consider it.”", 1
"“The fact is that it involves other considerations,” said Padre Sibyla coldly, as he half closed his eyes.", 1
"The high official again shrugged his shoulders, like one who did not comprehend what those considerations could be.", 1
"Padre Sibyla dared not go on, but looked at Simoun.", 1
"“The petition has a somewhat suspicious character,” corroborated that individual, exchanging a look with the Dominican, who winked several times.", 1
"Padre Irene noticed these things and realized that his cause was almost lost—Simoun was against him.", 1
"“It’s a peaceful rebellion, a revolution on stamped paper,” added Padre Sibyla.", 3
"“Revolution? Rebellion?” inquired the high official, staring from one to the other as if he did not understand what they could mean.", 1
"“It’s headed by some young men charged with being too radical and too much interested in reforms, not to use stronger terms,” remarked the secretary, with a look at the Dominican.", 1
"“He’s a pupil of mine,” put in Padre Fernandez, “and I’m much pleased with him.”", 1
"“Puñales, I like your taste!” exclaimed Padre Camorra.", 1
"“On the steamer we nearly had a fight.", 1
"He’s so insolent that when I gave him a shove aside he returned it.”", 1
"“There’s also one Makaragui or Makarai—”", 1
"“Makaraig,” Padre Irene joined in.", 1
"“A very pleasant and agreeable young man.”", 1
"Then he murmured into the General’s ear, “He’s the one I’ve talked to you about, he’s very rich.", 1
"The Countess recommends him strongly.”", 1
"“Ah!”", 1
"“A medical student, one Basilio—”", 1
"“Of that Basilio, I’ll say nothing,” observed Padre Irene, raising his hands and opening them, as if to say Dominus vobiscum.", 3
"“He’s too deep for me.", 1
"I’ve never succeeded in fathoming what he wants or what he is thinking about.", 1
"It’s a pity that Padre Salvi isn’t present to tell us something about his antecedents.", 1
"I believe that I’ve heard that when a boy he got into trouble with the Civil Guard.", 1
"His father was killed in—I don’t remember what disturbance.”", 1
"Simoun smiled faintly, silently, showing his sharp white teeth.", 1
"“Aha! Aha!” said his Excellency nodding.", 1
"“That’s the kind we have!", 3
"Make a note of that name.”", 1
"“But, General,” objected the high official, seeing that the matter was taking a bad turn, “up to now nothing positive is known against these young men.", 1
"My opinion is that the government, by exhibiting confidence in the people and in its own stability, should grant what is asked, then it could freely revoke the permission when it saw that its kindness was being abused—reasons and pretexts would not be wanting, we can watch them.", 1
"Why cause disaffection among some young men, who later on may feel resentment, when what they ask is commanded by royal decrees?”", 1
"Padre Irene, Don Custodio, and Padre Fernandez nodded in agreement.", 1
"“But the Indians must not understand Castilian, you know,” cried Padre Camorra.", 1
"“They mustn’t learn it, for then they’ll enter into arguments with us, and the Indians must not argue, but obey and pay.", 1
"Just read the Tandang Basio Macunat—that’s a book!", 3
"It tells truths like this!”", 3
"And he held up his clenched fists.", 1
"Padre Sibyla rubbed his hand over his tonsure in sign of impatience.", 1
"“One word,” he began in the most conciliatory tone, though fuming with irritation, “here we’re not dealing with the instruction in Castilian alone.", 1
"Here there is an underhand fight between the students and the University of Santo Tomas.", 1
"If the students win this, our prestige will be trampled in the dirt, they will say that they’ve beaten us and will exult accordingly.", 1
"Then, good-by to moral strength, good-by to everything!", 1
"The first dike broken down, who will restrain this youth?", 3
"With our fall we do no more than signal your own.", 1
"After us, the government!”", 1
"“Puñales, that’s not so!” exclaimed Padre Camorra.", 1
"“We’ll see first who has the biggest fists!”", 1
"At this point Padre Fernandez, who thus far in the discussion had merely contented himself with smiling, began to talk.", 1
"All gave him their attention, for they knew him to be a thoughtful man.", 1
"“Don’t take it ill of me, Padre Sibyla, if I differ from your view of the affair, but it’s my peculiar fate to be almost always in opposition to my brethren.", 1
"I say, then, that we ought not to be so pessimistic.", 1
"The instruction in Castilian can be allowed without any risk whatever, and in order that it may not appear to be a defeat of the University, we Dominicans ought to put forth our efforts and be the first to rejoice over it—that should be our policy.", 1
"To what end are we to be engaged in an everlasting struggle with the people, when after all we are the few and they are the many, when we need them and they do not need us?", 1
"Wait, Padre Camorra, wait!", 1
"Admit that now the people may be weak and ignorant—I also believe that—but it will not be true tomorrow or the day after.", 1
"Tomorrow and the next day they will be the stronger, they will know what is good for them, and we cannot keep it from them, just as it is not possible to keep from children the knowledge of many things when they reach a certain age.", 1
"I say, then, why should we not take advantage of this condition of ignorance to change our policy completely, to place it upon a basis solid and enduring—on the basis of justice, for example, instead of on the basis of ignorance?", 1
"There’s nothing like being just; that I’ve always said to my brethren, but they won’t believe me.", 1
"The Indian idolizes justice, like every race in its youth; he asks for punishment when he has done wrong, just as he is exasperated when he has not deserved it.", 1
"Is theirs a just desire?", 3
"Then grant it!", 1
"Let’s give them all the schools they want, until they are tired of them.", 1
"Youth is lazy, and what urges them to activity is our opposition.", 1
